User ID,Vehicle Model,Battery Capacity (kWh),Updated Battery Capacity (kWh),Battery Capacity with Degradation Min (kWh),Battery Capacity with Degradation Max (kWh),Charging Station ID,Charging Station Location,Region,Country,City Latitude,City Longitude,Charging Start Time,Charging End Time,Charging Date,Charging Starting Hour,Charging Ending Hour,Charging Duration (hours),Time of Day,Day of Week,Weekend,Holiday,Energy Consumed (kWh),Charging Rate (kW),State of Charge (Start %),State of Charge (End %),State of Charge Difference (%),State of Charge Category,Distance Driven (since last charge) (km),Temperature (°C),Charging Cost (USD),Vehicle Age (years),Charger Type,User Type,Is Energy Valid?,Is DC Fast Valid?
116,Hyundai Kona,100.0,43.74157654648483,37.462327699999996,61.927521299999995,208,New York,New York,United States,40.7128,-74.006,2024-01-05 19:00:00,2024-01-05 21:34:00,2024-01-05,19:00:00,21:34:00,2.463684938333577,Morning,Monday,No,No,26.8691096120868,12.051836628241116,28.17984729471636,54.56240134495012,26.382554050233757,Low,289.5682377266553,-13.449233693240446,17.54159529161413,3.0,Level 1,Long-Distance Traveler,Yes,Yes
117,Nissan Leaf,85.0,42.063208649538275,21.59060714418452,55.77573512247668,41,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-05 20:00:00,2024-01-05 21:48:00,2024-01-05,20:00:00,21:48:00,2.7822095659811867,Morning,Saturday,Yes,No,17.933479173039434,25.58416841581989,29.951321951186408,76.87588684727461,46.92456489608821,Medium,104.39786671394216,3.535322842893795,25.49744244234459,7.0,DC Fast Charger,Commuter,Yes,No
118,Chevy Bolt,50.0,59.04356144861528,58.2135,63.064625,32,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-05 21:00:00,2024-01-05 22:59:00,2024-01-05,21:00:00,22:59:00,3.1882589503371697,Afternoon,Saturday,Yes,No,60.47162634897462,25.603799331857445,74.53957947778017,79.3651156631053,4.825536185325134,Low,84.37563038980312,0.4645436575283905,15.885705152555932,2.0,Level 1,Casual Driver,Yes,Yes
119,Tesla Model 3,50.0,62.22051702857705,44.98043155038442,73.76790774263044,15,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-05 22:00:00,2024-01-06 01:49:00,2024-01-05,22:00:00,01:49:00,3.462571540834156,Afternoon,Tuesday,No,No,17.704737472368393,19.713679937800947,47.80623479100282,79.3715143442941,31.565279553291276,Medium,258.64567065665085,-22.969652897254246,19.91512428981757,7.0,DC Fast Charger,Commuter,Yes,No
120,Nissan Leaf,63.09631665342351,26.842267517500556,23.64,61.07,62,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-05 23:00:00,2024-01-06 00:20:00,2024-01-05,23:00:00,00:20:00,1.1768393082458872,Night,Wednesday,No,No,47.71409590115245,25.603799331857445,49.537602623606446,57.93745966356943,8.399857039962981,Low,214.4674793692331,1.2656006592685207,15.35252653215444,1.0,DC Fast Charger,Casual Driver,No,No
121,Nissan Leaf,85.0,39.73456983921888,21.91939811592337,56.62511179946871,155,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-06 00:00:00,2024-01-06 03:25:00,2024-01-06,00:00:00,03:25:00,1.4256525513794889,Morning,Friday,No,No,71.18526462073517,10.299799723961698,36.884083700047405,73.96777838001219,37.083694679964786,Medium,276.22249249798386,-20.449399853994393,5.138664199481509,6.0,Level 1,Commuter,No,Yes
122,BMW i3,75.0,28.140590409888617,17.170195190806645,38.54160835383193,284,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-06 01:00:00,2024-01-06 03:11:00,2024-01-06,01:00:00,03:11:00,1.9257418407030744,Afternoon,Wednesday,No,No,39.64439031543013,13.798289110981957,20.417448539505852,57.50198821454384,37.08453967503799,Medium,152.25986699080715,-5.237771344949351,6.965265890858126,6.0,Level 2,Casual Driver,No,Yes
123,Hyundai Kona,62.0,43.74157654648483,37.462327699999996,61.927521299999995,209,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-06 02:00:00,2024-01-06 05:47:00,2024-01-06,02:00:00,05:47:00,3.3183683043720347,Morning,Wednesday,No,No,24.84871287490711,32.23574667839979,53.92638457958917,60.66782801513298,6.741443435543815,Low,260.7073136359905,-11.553630643583627,19.91298422854465,3.0,DC Fast Charger,Casual Driver,Yes,No
124,Chevy Bolt,50.0,57.142596832347316,54.798495289808436,59.36503656395914,320,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-06 03:00:00,2024-01-06 05:15:00,2024-01-06,03:00:00,05:15:00,3.4168695993661142,Night,Sunday,Yes,No,7.515940355911836,10.62138589036472,61.762801965366975,83.20780147452034,21.444999509153362,Low,126.5918374849966,-12.33819851063097,34.76080833534694,6.0,Level 1,Casual Driver,Yes,Yes
125,Tesla Model 3,75.0,53.823643271137755,48.51125,79.55845,494,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 04:00:00,2024-01-06 07:42:00,2024-01-06,04:00:00,07:42:00,3.1900131034328947,Evening,Friday,No,No,64.41904928508166,24.621651183384863,49.17384524132495,62.34186035083323,13.168015109508282,Low,230.49427175789185,-3.710846834220401,28.99874330581624,2.0,Level 1,Long-Distance Traveler,No,Yes
126,BMW i3,85.0,20.48992262919771,18.518,41.567,187,New York,New York,United States,40.7128,-74.006,2024-01-06 05:00:00,2024-01-06 06:29:00,2024-01-06,05:00:00,06:29:00,1.2918547116648724,Afternoon,Friday,No,No,6.189015903017523,19.715350490851208,34.60022195707441,100.0,65.39977804292559,Medium,275.741904170877,-14.595913061292407,20.86311304375001,1.0,Level 1,Casual Driver,Yes,Yes
127,Hyundai Kona,100.0,40.76931706442143,38.612,63.827999999999996,498,New York,New York,United States,40.7128,-74.006,2024-01-06 06:00:00,2024-01-06 07:15:00,2024-01-06,06:00:00,07:15:00,3.623898268861632,Afternoon,Monday,No,No,37.787903717013286,35.9959370444312,61.07474261644202,88.0387594680304,26.964016851588383,Low,66.00213032071531,-17.95852192697004,29.11760169524477,1.0,DC Fast Charger,Casual Driver,Yes,No
128,BMW i3,85.0,21.721734006971882,18.30919657206869,41.0983029436861,442,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-06 07:00:00,2024-01-06 08:05:00,2024-01-06,07:00:00,08:05:00,2.578732446114916,Evening,Tuesday,No,No,9.15123419135714,34.04604092712868,50.01990928459148,71.45097036918969,21.431061084598213,Low,223.09734895995052,-18.38462968760752,27.666128147617115,1.750299407238911,DC Fast Charger,Long-Distance Traveler,Yes,No
129,Hyundai Kona,93.27378066607174,42.28273461691021,38.03282,62.87058,130,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-06 08:00:00,2024-01-06 11:35:00,2024-01-06,08:00:00,11:35:00,3.14065016250783,Afternoon,Wednesday,No,No,15.660564019843829,7.702187849236843,30.88322666455972,51.48089291088871,20.59766624632899,Low,202.14155176693652,-1.3671869776606844,32.136662930622435,2.0,DC Fast Charger,Long-Distance Traveler,Yes,No
130,Hyundai Kona,50.0,45.14713960288341,36.9003927845,60.998608480499996,127,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 09:00:00,2024-01-06 12:53:00,2024-01-06,09:00:00,12:53:00,3.536754115192,Night,Tuesday,No,No,35.55367093393553,45.85569719639172,74.66057197859945,85.49045253068678,10.829880552087332,Low,275.57427410790336,-3.2592184454979765,23.36793048019756,4.0,Level 1,Commuter,Yes,Yes
131,Chevy Bolt,100.0,58.56671329032906,57.34029749999999,62.118655624999995,292,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-06 10:00:00,2024-01-06 13:15:00,2024-01-06,10:00:00,13:15:00,3.80489963875978,Afternoon,Tuesday,No,No,47.52745876259207,14.328175525274112,59.93299647263002,81.18398204407661,21.25098557144659,Low,139.38372692333525,-7.233431701490541,31.09859147083224,3.0,Level 2,Commuter,Yes,Yes
132,Hyundai Kona,100.0,49.056726718055494,35.26465833550139,58.2946392892982,114,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 11:00:00,2024-01-06 11:40:00,2024-01-06,11:00:00,11:40:00,3.3580146467574785,Afternoon,Sunday,Yes,No,36.616568616352566,27.32114693970443,56.23715390685432,66.55511783374999,10.317963926895672,Low,69.23387008131701,-4.153867348383776,11.584869228221294,7.0,Level 2,Long-Distance Traveler,Yes,Yes
133,BMW i3,50.0,28.140590409888617,17.170195190806645,38.54160835383193,199,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 12:00:00,2024-01-06 12:41:00,2024-01-06,12:00:00,12:41:00,2.0662813799021897,Evening,Thursday,No,No,65.48719595789339,37.57728956063927,42.8353512271293,83.70937054043276,40.87401931330346,Medium,102.23907267794996,-8.042929071352013,31.14502051485556,6.0,DC Fast Charger,Long-Distance Traveler,No,No
134,Hyundai Kona,85.0,43.42271589225518,37.58809336615398,62.13541964609126,13,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 13:00:00,2024-01-06 16:19:00,2024-01-06,13:00:00,16:19:00,3.625604853300888,Night,Monday,No,No,33.88719708294054,18.604260903972325,40.14074746609202,63.34760037685963,23.20685291076761,Low,267.8436816447363,-20.089304407218428,24.46832039951016,2.778246565868397,DC Fast Charger,Long-Distance Traveler,Yes,No
135,Chevy Bolt,48.46959856054178,56.670281216428904,53.97651786046131,58.474561015499745,271,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-06 14:00:00,2024-01-06 15:08:00,2024-01-06,14:00:00,15:08:00,3.294730867342969,Morning,Wednesday,No,No,47.29002739188249,15.408979759429108,28.20501289429486,50.64036663152135,22.435353737226492,Low,277.49342012825457,-13.820640531219304,46.27027201372587,7.0,DC Fast Charger,Long-Distance Traveler,Yes,No
136,Chevy Bolt,100.0,56.670281216428904,53.97651786046131,58.474561015499745,89,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-06 15:00:00,2024-01-06 18:48:00,2024-01-06,15:00:00,18:48:00,0.5639379356338684,Morning,Saturday,Yes,No,48.48756787108178,16.75976742648834,35.889037420116495,90.8523127201585,54.963275300042,Medium,103.91165064214256,-17.48104905971192,7.600448838257698,7.0,Level 2,Long-Distance Traveler,Yes,Yes
137,BMW i3,75.0,28.140590409888617,17.170195190806645,38.54160835383193,215,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-06 16:00:00,2024-01-06 18:48:00,2024-01-06,16:00:00,18:48:00,0.6486756832113033,Evening,Friday,No,No,15.010165946159637,13.762568583983876,77.85782098101181,84.23618039725056,6.378359416238752,Low,220.20056239884676,-6.674646260168417,13.72612322820337,6.0,Level 2,Commuter,Yes,Yes
138,Nissan Leaf,85.0,26.842267517500556,23.64,61.07,444,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 17:00:00,2024-01-06 18:05:00,2024-01-06,17:00:00,18:05:00,1.2674299555740305,Night,Friday,No,No,30.06513890238722,35.87112112811267,13.948323455933185,93.59847436377936,79.65015090784618,High,122.76475966549545,0.5656507202718252,35.03863444597721,1.0,DC Fast Charger,Long-Distance Traveler,No,No
139,Nissan Leaf,85.0,34.83334202353788,22.592077215,58.36286613875,278,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-06 18:00:00,2024-01-06 19:21:00,2024-01-06,18:00:00,19:21:00,2.9654194045690128,Evening,Tuesday,No,No,74.10645011572457,32.29091083148934,33.43975255292256,86.90439983944351,53.46464728652095,Medium,179.58852665574395,-9.931543078778901,25.66318431642069,4.0,Level 1,Long-Distance Traveler,No,Yes
140,Hyundai Kona,62.0,40.76931706442143,38.612,63.827999999999996,447,New York,New York,United States,40.7128,-74.006,2024-01-06 19:00:00,2024-01-06 20:00:00,2024-01-06,19:00:00,20:00:00,3.062344294379421,Evening,Monday,No,No,66.15159678916712,50.170585945493926,56.12136492778178,75.48580234398966,19.364437416207885,Low,46.81290396293951,0.1626367321767693,36.2987122525585,1.0,Level 2,Commuter,No,Yes
141,Tesla Model 3,100.0,57.37526105422927,47.06682753125,77.18959715125,474,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 20:00:00,2024-01-06 21:02:00,2024-01-06,20:00:00,21:02:00,1.2995270359925628,Morning,Monday,No,No,47.37743937319623,48.1603346331429,23.63676231573029,68.05817011355497,44.42140779782467,Medium,152.25986699080715,-13.049094223809762,28.11485498505232,4.0,DC Fast Charger,Casual Driver,Yes,No
142,Hyundai Kona,62.0,47.80348348714059,35.801683589341515,59.182374912993104,481,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-06 21:00:00,2024-01-06 23:50:00,2024-01-06,21:00:00,23:50:00,2.845705702692192,Night,Wednesday,No,No,45.99296137212069,30.603528099327637,34.86960937739784,77.63659352947695,42.76698415207911,Medium,108.66064519821856,-15.638936666276258,23.61328030935336,6.0,Level 2,Commuter,Yes,Yes
143,BMW i3,75.0,28.140590409888617,17.170195190806645,38.54160835383193,203,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-06 22:00:00,2024-01-07 00:55:00,2024-01-06,22:00:00,00:55:00,2.0735530968912244,Night,Wednesday,No,No,48.28787199679972,34.388042437016395,61.8669056122019,92.68815020624268,30.821244594040785,Medium,208.75457770103316,-22.242394127387964,30.236758806054716,6.0,Level 1,Commuter,No,Yes
144,BMW i3,50.0,29.519454768872905,16.91264226294454,37.96348422852445,74,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-06 23:00:00,2024-01-07 02:18:00,2024-01-06,23:00:00,02:18:00,2.8560625647309243,Evening,Tuesday,No,No,78.69341922441535,36.56255636850435,38.19062072851722,82.43448922749442,44.24386849897721,Medium,17.241597203507894,-10.701153025460657,7.639601311112014,7.0,Level 1,Long-Distance Traveler,No,Yes
145,BMW i3,93.09486955069778,18.8,18.8,42.2,25,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-07 00:00:00,2024-01-07 01:27:00,2024-01-07,00:00:00,01:27:00,1.5169722905210936,Morning,Tuesday,No,No,68.03002486170053,16.395516801190116,50.70024741009175,60.745990617404885,10.045743207313137,Low,148.08643232831258,1.5515673811450508,18.969875801989456,0.0,Level 2,Casual Driver,No,Yes
146,BMW i3,85.0,28.140590409888617,17.170195190806645,38.54160835383193,101,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-07 01:00:00,2024-01-07 04:33:00,2024-01-07,01:00:00,04:33:00,3.635489899529857,Night,Tuesday,No,No,40.24838259933458,33.732264264339975,45.02731340187831,77.80287971223682,32.775566310358506,Medium,28.45468192760388,3.87118667192483,17.2431150816409,6.0,DC Fast Charger,Commuter,No,No
147,BMW i3,100.0,29.519454768872905,16.91264226294454,37.96348422852445,176,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-07 02:00:00,2024-01-07 05:01:00,2024-01-07,02:00:00,05:01:00,1.0613444684528497,Evening,Thursday,No,No,74.28073484499863,41.34180124259758,66.00513379945605,82.71272303828141,16.707589238825364,Low,35.47986919070103,-15.132302518133981,12.886505421507136,7.0,Level 2,Casual Driver,No,Yes
148,Chevy Bolt,85.0,59.52135098914481,59.1,64.025,427,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-07 03:00:00,2024-01-07 06:50:00,2024-01-07,03:00:00,06:50:00,3.8843298731684666,Afternoon,Monday,No,No,42.69140537961698,38.870129190378194,20.218355153539143,99.52824374458474,79.30988859104559,High,246.41021206902943,-13.630582145858064,20.261989068125345,1.0,DC Fast Charger,Commuter,Yes,No
149,Nissan Leaf,50.0,37.32525335228727,22.253196056774996,57.487423146668746,117,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-07 04:00:00,2024-01-07 06:37:00,2024-01-07,04:00:00,06:37:00,2.0192284141917014,Morning,Tuesday,No,No,74.94807969154884,43.62020158698581,62.454642722835686,72.33754266978394,9.882899946948257,Low,127.91083055401364,-10.96405377950845,31.584446122739152,5.0,Level 2,Long-Distance Traveler,No,Yes
150,BMW i3,100.0,18.8,18.8,42.2,166,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-07 05:00:00,2024-01-07 06:00:00,2024-01-07,05:00:00,06:00:00,1.2769826575664145,Night,Sunday,Yes,No,52.884130298910776,35.525961628694056,30.59535960979457,76.02826980706824,45.43291019727367,Medium,186.8140685808714,-7.1170661535974205,7.953494180330694,0.0,Level 1,Commuter,No,Yes
151,Tesla Model 3,50.0,57.37526105422927,47.06682753125,77.18959715125,41,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-07 06:00:00,2024-01-07 07:24:00,2024-01-07,06:00:00,07:24:00,2.4966027035075133,Night,Monday,No,No,34.96988837156509,19.6515444967108,36.732618067770495,69.40761440444862,32.67499633667813,Medium,249.0598375990517,-12.445282673858351,16.52800213755549,4.0,Level 2,Commuter,Yes,Yes
152,Tesla Model 3,85.0,60.66766261375588,45.665412741507026,74.89127689607153,429,New York,New York,United States,40.7128,-74.006,2024-01-07 07:00:00,2024-01-07 07:39:00,2024-01-07,07:00:00,07:39:00,2.553216595405557,Night,Saturday,Yes,No,55.91756316726556,6.638807142566019,46.86961641870514,67.95937767082825,21.089761252123104,Low,179.0935734839093,-9.350380643933377,25.57187248069589,6.0,DC Fast Charger,Commuter,Yes,No
153,Tesla Model 3,62.0,55.632642308106036,47.78358125,78.36507325,344,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-07 08:00:00,2024-01-07 11:37:00,2024-01-07,08:00:00,11:37:00,3.32083538932119,Morning,Friday,No,No,76.59801205371735,31.59720483051509,69.31359126903999,92.69136039163782,23.377769122597826,Low,290.9884769869868,-0.41728187222139507,19.34114104000848,3.0,DC Fast Charger,Casual Driver,No,No
154,Tesla Model 3,100.0,50.0,50.0,82.0,424,New York,New York,United States,40.7128,-74.006,2024-01-07 09:00:00,2024-01-07 11:39:00,2024-01-07,09:00:00,11:39:00,1.3517035922154306,Evening,Friday,No,No,20.25597516487363,3.0234852824803093,79.64988507290505,88.23701957020575,8.587134497300696,Low,32.00803709196611,2.525035543953105,31.88608393393438,0.0,Level 1,Casual Driver,Yes,Yes
155,Chevy Bolt,50.0,58.09088577546551,56.4801930375,61.186875790625,366,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-07 10:00:00,2024-01-07 10:44:00,2024-01-07,10:00:00,10:44:00,3.254362544448932,Afternoon,Monday,No,No,56.06879094629386,28.16853365416375,55.82273779293016,75.63146823991906,19.808730446988896,Low,219.43189705655263,-13.82809121545064,7.964297405534403,4.0,DC Fast Charger,Long-Distance Traveler,Yes,No
156,Tesla Model 3,62.0,55.632642308106036,47.78358125,78.36507325,120,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-07 11:00:00,2024-01-07 11:32:00,2024-01-07,11:00:00,11:32:00,3.436820245282369,Night,Saturday,Yes,No,65.04979561439833,22.559451806131797,80.0421189827712,83.5872819190941,3.545162936322896,Low,188.07817672254876,-3.6976145291530336,20.797679632033116,3.0,DC Fast Charger,Casual Driver,No,No
157,BMW i3,85.0,23.70625244874004,17.966626549999997,40.329342575,97,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-07 12:00:00,2024-01-07 13:12:00,2024-01-07,12:00:00,13:12:00,2.7191063741176174,Morning,Friday,No,No,42.69140537961698,9.952338390426377,20.15540252711544,87.84398762403399,67.68858509691854,Medium,81.38711340929943,3.245845033814009,11.75449370757777,3.0,Level 1,Casual Driver,No,Yes
158,Hyundai Kona,50.8706170770115,43.74157654648483,37.462327699999996,61.927521299999995,145,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-07 13:00:00,2024-01-07 16:08:00,2024-01-07,13:00:00,16:08:00,0.8419612388537623,Night,Friday,No,No,23.57128153810389,49.78371903386572,51.0715257268038,79.00243296681866,27.93090724001486,Low,267.3473926242877,-19.49423204551088,21.99640804730698,3.0,DC Fast Charger,Casual Driver,Yes,Yes
159,Tesla Model 3,62.0,55.632642308106036,47.78358125,78.36507325,216,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-07 14:00:00,2024-01-07 17:47:00,2024-01-07,14:00:00,17:47:00,1.992542783523512,Evening,Friday,No,No,42.69140537961698,21.740189778197774,45.19283551297715,52.93614671871657,7.743311205739424,Low,56.90417362243817,3.6592488895514443,8.610343126829836,3.0,DC Fast Charger,Long-Distance Traveler,Yes,No
160,Chevy Bolt,100.0,56.838078239702675,54.26737059642009,58.789651479455095,229,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-07 15:00:00,2024-01-07 16:36:00,2024-01-07,15:00:00,16:36:00,5.2203593752244375,Afternoon,Wednesday,No,No,41.08911136063269,7.854182226306737,10.714395070146608,64.15980029037753,53.445405220230924,Medium,35.4390247539194,-19.2004449019462,37.37059590319564,6.644424525023004,Level 2,Long-Distance Traveler,Yes,Yes
161,Chevy Bolt,58.01213069644658,57.142596832347316,54.798495289808436,59.36503656395914,313,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-07 16:00:00,2024-01-07 17:25:00,2024-01-07,16:00:00,17:25:00,3.7364814721594968,Night,Saturday,Yes,No,48.99847458311938,2.5609434336711026,15.600515432835518,98.00224205841444,82.40172662557892,High,85.0972668232422,-9.131272037341734,15.92953470474863,6.0,Level 2,Long-Distance Traveler,Yes,Yes
162,Tesla Model 3,85.0,53.46021107825003,48.655542947845845,79.79509043446718,130,New York,New York,United States,40.7128,-74.006,2024-01-07 17:00:00,2024-01-07 18:32:00,2024-01-07,17:00:00,18:32:00,2.361618351806849,Morning,Wednesday,No,No,10.2776080929522,45.68669179564876,27.840014483078228,52.20550797473095,24.36549349165272,Low,39.27594025704913,1.7189215362530657,7.053679429922485,1.8034882416338545,Level 2,Long-Distance Traveler,Yes,Yes
163,Hyundai Kona,85.0,40.76931706442143,38.612,63.827999999999996,352,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-07 18:00:00,2024-01-07 21:52:00,2024-01-07,18:00:00,21:52:00,3.265855665654016,Evening,Monday,No,No,45.57396766460627,11.089826996423842,45.70606019537613,87.23241204777877,41.526351852402634,Medium,217.58992772592956,-22.82803797702346,34.02915242344273,1.0,Level 2,Commuter,No,Yes
164,Tesla Model 3,62.0,51.94664633052678,49.25,80.77,377,New York,New York,United States,40.7128,-74.006,2024-01-07 19:00:00,2024-01-07 19:44:00,2024-01-07,19:00:00,19:44:00,3.275193659758267,Afternoon,Monday,No,No,69.1055463943984,22.98621553783393,58.58472327585143,62.96258203508435,4.377858759232922,Low,101.37507173794312,-16.946297123566595,9.357435457424016,1.0,Level 2,Long-Distance Traveler,No,Yes
165,Chevy Bolt,102.94949428309206,57.142596832347316,54.798495289808436,59.36503656395914,318,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-07 20:00:00,2024-01-07 22:18:00,2024-01-07,20:00:00,22:18:00,3.397770136981499,Morning,Thursday,No,No,37.76450274178449,32.73315159147063,64.64710567138641,74.68253406178292,10.035428390396504,Low,156.41701742038052,-16.54200359556005,26.220411528647283,6.0,Level 2,Long-Distance Traveler,Yes,Yes
166,Nissan Leaf,85.0,25.928427991237687,23.75642275011797,61.37075877113809,472,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-07 21:00:00,2024-01-07 23:25:00,2024-01-07,21:00:00,23:25:00,2.546129258443054,Night,Wednesday,No,No,14.495687027174723,21.24491493482296,30.75797031727749,56.511397317926814,25.753427000649324,Low,119.35663296927396,-20.888221411382588,30.87446728481199,0.6749470227894747,Level 2,Commuter,Yes,Yes
167,BMW i3,75.0,26.712884473815517,17.43167024447375,39.12853639982937,137,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-07 22:00:00,2024-01-08 00:01:00,2024-01-07,22:00:00,00:01:00,3.2496621390652534,Morning,Monday,No,No,54.64087910335184,19.709488492511117,27.017063596143707,85.53675893440291,58.519695338259204,Medium,130.55196295061603,-10.761388179456924,18.84386067263988,5.0,Level 1,Commuter,No,Yes
168,Chevy Bolt,75.0,57.142596832347316,54.798495289808436,59.36503656395914,324,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-07 23:00:00,2024-01-08 01:47:00,2024-01-07,23:00:00,01:47:00,3.0072916928991527,Afternoon,Wednesday,No,No,67.89119052685948,9.68468697592609,64.31430157283006,77.58261619096179,13.268314618131726,Low,32.89268076447516,-8.712402516384625,11.33027693232195,6.0,Level 2,Casual Driver,No,Yes
169,Tesla Model 3,100.0,57.37526105422927,47.06682753125,77.18959715125,337,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-08 00:00:00,2024-01-08 03:15:00,2024-01-08,00:00:00,03:15:00,1.030563727656758,Evening,Thursday,No,No,22.742594390832505,29.635980652736865,76.22513954753002,85.77858051012342,9.553440962593399,Low,280.9779275184948,-19.394693293637502,8.22905361534547,4.0,DC Fast Charger,Casual Driver,Yes,No
170,BMW i3,85.0,29.519454768872905,16.91264226294454,37.96348422852445,273,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-08 01:00:00,2024-01-08 02:16:00,2024-01-08,01:00:00,02:16:00,1.0409740232745897,Evening,Monday,No,No,56.01783153828373,37.85307847614943,18.037296920680053,61.93129743563027,43.89400051495022,Medium,14.723649268668742,-11.392913235251994,14.577098745750815,7.0,Level 1,Long-Distance Traveler,No,Yes
171,Tesla Model 3,85.0,51.94664633052678,49.25,80.77,117,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-08 02:00:00,2024-01-08 03:26:00,2024-01-08,02:00:00,03:26:00,0.9845492206293912,Night,Monday,No,No,127.75747441174424,9.286497700383908,27.64544589095541,90.29992272783537,62.65447683687995,Medium,103.95782513502562,-7.552592691917748,20.34244787321107,1.0,Level 2,Casual Driver,No,Yes
172,Tesla Model 3,100.0,59.053083893449475,46.36082511828125,76.03175319398125,306,New York,New York,United States,40.7128,-74.006,2024-01-08 03:00:00,2024-01-08 04:19:00,2024-01-08,03:00:00,04:19:00,0.5212915882023574,Night,Monday,No,No,13.87716708884735,9.913419024012205,40.79935581886868,71.37903684865236,30.57968102978368,Medium,136.27861262043376,-4.0224320884558376,26.91381758017875,5.0,Level 2,Commuter,Yes,Yes
173,Nissan Leaf,75.0,42.063208649538275,21.59060714418452,55.77573512247668,368,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-08 04:00:00,2024-01-08 05:40:00,2024-01-08,04:00:00,05:40:00,3.473821821725668,Night,Monday,No,No,42.69140537961698,32.59959954238724,68.79319057276534,75.66889916419906,6.875708591433721,Low,62.41285142986092,-2.2769925751272604,37.20674099184738,7.0,DC Fast Charger,Casual Driver,Yes,No
174,BMW i3,100.0,22.12491757951949,18.24023,40.943495000000006,94,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-08 05:00:00,2024-01-08 07:52:00,2024-01-08,05:00:00,07:52:00,2.0468743813136925,Night,Tuesday,No,No,47.82436784944839,6.082778486824532,61.57804690727161,97.96189523417006,36.383848326898445,Medium,90.11434022451289,-13.796184388473897,35.98941824714308,2.0,Level 1,Casual Driver,No,Yes
175,BMW i3,50.0,26.712884473815517,17.43167024447375,39.12853639982937,168,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-08 06:00:00,2024-01-08 08:55:00,2024-01-08,06:00:00,08:55:00,1.7251361548508353,Afternoon,Saturday,Yes,No,71.14274635725945,14.829910982037749,73.16017408923142,75.75484663014795,2.594672540916534,Low,150.27002206227104,-8.097296080410485,37.01632786110325,5.0,DC Fast Charger,Long-Distance Traveler,No,No
176,Nissan Leaf,85.0,29.593867009476092,23.2854,60.15395,442,New York,New York,United States,40.7128,-74.006,2024-01-08 07:00:00,2024-01-08 08:51:00,2024-01-08,07:00:00,08:51:00,3.284946614350205,Night,Saturday,Yes,No,6.08863208957066,4.86831209228205,14.453311424346262,61.79033242153907,47.33702099719281,Medium,54.81602107095647,-14.349690765906495,9.194135634723237,2.0,DC Fast Charger,Commuter,Yes,No
